Hotel ID,Place Name,lat,long,distance,Rating,Number of Ratings,Place Type,Hotel Name,Hotel Address
3578,Mid-Michigan Children's Museum,43.4344282,-83.9465601,5594.114888898899,4.6,840,"tourist_attraction,museum,point_of_interest,establishment",Fairfield Inn & Suites Saginaw,5200 Cardinal Square Boulevard Saginaw
3578,Ramada by Wyndham Saginaw Hotel & Suites,43.4370568,-83.9881078,5282.194837814211,3.8,792,"hotel,motel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Saginaw,5200 Cardinal Square Boulevard Saginaw
3578,Fairfield Inn & Suites Saginaw,43.482247799999996,-83.9680178,2.0763977000084326,4.0,488,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Saginaw,5200 Cardinal Square Boulevard Saginaw
3578,Comfort Suites,43.4820476,-83.9689224,77.19749391064535,3.8,483,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Saginaw,5200 Cardinal Square Boulevard Saginaw
3578,Castle Museum of Saginaw County History,43.4309825,-83.935565,6275.233550471093,4.7,621,"museum,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites Saginaw,5200 Cardinal Square Boulevard Saginaw
3578,Residence Inn Saginaw,43.4833587,-83.9680355,121.48137976790252,4.2,272,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Saginaw,5200 Cardinal Square Boulevard Saginaw
3578,Haithco Park,43.4703472,-83.9583203,1538.954128526958,4.4,877,"park,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites Saginaw,5200 Cardinal Square Boulevard Saginaw
3579,Salina KOA Holiday,38.877136,-97.62296599999999,4218.247927569443,4.4,962,"campground,camping_cabin,rv_park,park,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Kansas Wesleyan University,38.8135523,-97.60908099999999,2978.9607258319006,4.4,60,"university,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Homewood Suites by Hilton Salina Downtown,38.836250299999996,-97.6088333,501.1632699266324,4.8,562,"hotel,extended_stay_hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Hilton Garden Inn Salina,38.780057899999996,-97.613033,6697.8991995254155,4.5,794,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Salina Regional Health Center,38.8332633,-97.6097952,792.9233714779323,3.6,314,"hospital,point_of_interest,health,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,"Holiday Inn Express & Suites Salina, an IHG Hotel",38.877053,-97.618709,4137.28823325699,4.3,786,"hotel,lodging,wedding_venue,event_venue,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Salina Regional Airport,38.7787423,-97.6393647,7258.393064802345,4.5,143,"airport,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,"Holiday Inn Salina, an IHG Hotel",38.780327899999996,-97.6116346,6666.450004392819,4.3,769,"hotel,lodging,wedding_venue,event_venue,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Fairfield Inn & Suites Salina,38.7963807,-97.62147970000001,4958.570352863583,4.2,319,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Hampton Inn Salina,38.783131,-97.6149671,6362.146513896958,4.3,680,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,La Quinta Inn & Suites by Wyndham Salina,38.8785903,-97.61044749999999,4260.693907133767,3.5,823,"hotel,motel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Courtyard Salina,38.782395,-97.6153131,6445.389821691084,4.4,534,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Kenwood Cove Aquatic Park,38.8325165,-97.60088689999999,1256.2727903635166,4.4,899,"swimming_pool,tourist_attraction,amusement_park,sports_complex,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,"Country Inn & Suites by Radisson, Salina, KS",38.789034699999995,-97.61514369999999,5707.380667767665,3.8,888,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Central Mall,38.8008756,-97.6101334,4383.050625698519,3.6,2382,"shopping_mall,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Baymont by Wyndham Salina,38.8275248,-97.63465769999999,2462.0684297291286,4.1,793,"hotel,motel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Comfort Inn & Suites Salina North,38.874640899999996,-97.614561,3830.347364773618,4.1,305,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Kansas State University Salina Aerospace and Technology Campus,38.8016746,-97.6369481,4828.8302623651425,3.9,19,"university,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Quality Inn & Suites,38.8279038,-97.64261499999999,3032.021869115832,3.8,642,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3579,Best Western Plus Midwest Inn & Suites,38.783308999999996,-97.62034399999999,6381.915686203381,3.9,686,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Salina,2455 Virginia Drive Salina
3580,Angelo State University,31.4386537,-100.4598144,941.387409454076,4.7,133,"university,school,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,San Angelo State Park,31.4638985,-100.50803429999999,6276.434494305161,4.4,1224,"tourist_attraction,park,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,San Angelo Regional Airport - Mathis Field,31.357285699999995,-100.50284590000001,9592.007636659535,4.0,237,"airport,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Shannon Medical Center,31.465309599999998,-100.43458160000002,4061.555982462585,4.3,1064,"hospital,point_of_interest,health,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Sunset Mall,31.427629500000002,-100.4989392,4377.860658646247,3.9,2526,"shopping_mall,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,"Staybridge Suites San Angelo, an IHG Hotel",31.433525,-100.45168299999999,186.8596691729097,4.3,377,"extended_stay_hotel,hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Pearl on the Concho SureStay Collection by Best Western,31.460559999999997,-100.43021999999999,3812.723303411533,4.1,968,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,La Quinta Inn by Wyndham and Conference Center San Angelo,31.415789399999998,-100.4760409,2851.4984589747933,3.0,1273,"hotel,motel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Courtyard San Angelo,31.440138799999996,-100.4956706,4126.253285818082,4.3,516,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Home2 Suites by Hilton San Angelo,31.439011899999997,-100.49659679999999,4188.423018911675,4.2,686,"hotel,extended_stay_hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Clarion Hotel San Angelo near Convention Center,31.4619202,-100.42604740000002,4169.51283231602,3.8,375,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,"Holiday Inn Express & Suites San Angelo, an IHG Hotel",31.4399593,-100.49904699999999,4436.204751841173,4.2,357,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,SpringHill Suites San Angelo,31.4407148,-100.4966922,4234.612162675544,4.3,485,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Wingate by Wyndham San Angelo,31.4300772,-100.4542765,279.12687747737397,4.1,537,"hotel,extended_stay_hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,WoodSpring Suites San Angelo,31.4472841,-100.49209979999999,4050.3969476515017,3.5,513,"extended_stay_hotel,hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Hampton Inn San Angelo,31.419240799999997,-100.4844555,3311.936454282717,4.0,472,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Best Western North Bryant Inn,31.473148600000002,-100.44942019999999,4545.6759264580005,4.2,472,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Fairfield Inn & Suites San Angelo,31.4323952,-100.453161,2.3139353707082684,4.1,409,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Microtel Inn & Suites by Wyndham San Angelo,31.4393961,-100.4997339,4488.9317508002905,3.7,672,"hotel,motel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3580,Residence Inn San Angelo,31.438816,-100.49754329999999,4273.161673234931,4.4,430,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Angelo,1459 Knickerbocker San Angelo
3581,San Antonio International Airport,29.5331181,-98.4705284,2357.722220902997,4.2,3320,"airport,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,North Star Mall,29.5185376,-98.4960006,799.5980307109553,4.5,17783,"shopping_mall,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,San Antonio Zoo,29.463583499999995,-98.4725926,6238.912418196329,4.5,22961,"zoo,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,University Health University Hospital,29.5078888,-98.5775051,8759.361490274436,2.8,1725,"doctor,hospital,point_of_interest,health,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Brooke Army Medical Center (BAMC),29.460187,-98.41626559999999,9453.448264732673,3.7,614,"hospital,point_of_interest,health,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Japanese Tea Garden,29.460735099999997,-98.4773381,6459.785110764939,4.8,14657,"tourist_attraction,park,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Methodist Hospital,29.5083177,-98.5718967,8215.072794453987,4.2,5781,"hospital,point_of_interest,health,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Pearl Brewery,29.442225699999998,-98.47936560000001,8477.774983045701,4.7,12994,"historical_landmark,shopping_mall,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Audie L. Murphy VA Medical Center,29.506729399999998,-98.579854,9002.060250190154,3.4,606,"hospital,point_of_interest,health,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,San Antonio Botanical Garden,29.4576699,-98.45743960000001,7333.914998148028,4.7,7000,"tourist_attraction,wedding_venue,park,event_venue,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,San Antonio College,29.445784900000003,-98.4959969,8082.56898641735,3.9,425,"university,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,The DoSeum,29.4533152,-98.4716971,7371.377489211434,4.5,1550,"tourist_attraction,museum,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Hotel Emma,29.443009900000003,-98.48089879999999,8377.92628659665,4.8,2992,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,University of the Incarnate Word,29.467539300000002,-98.4676824,5950.051639852873,4.5,276,"university,school,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Alamo Quarry Market,29.496266199999997,-98.47982259999999,2548.0591408045652,4.5,9048,"shopping_mall,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,St. Luke's Baptist Hospital,29.512479199999998,-98.5750695,8472.553964962508,3.3,627,"hospital,point_of_interest,health,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Trinity University,29.4618769,-98.48333819999999,6268.28266990448,4.5,114,"university,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Witte Museum,29.461977999999995,-98.46694959999999,6559.118169736042,4.7,6550,"museum,tourist_attraction,gift_shop,cafe,event_venue,food,point_of_interest,store,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Brackenridge Park,29.459100099999993,-98.47149119999999,6748.553669890679,4.7,16014,"tourist_attraction,park,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3581,Woodlawn Lake Park,29.4521883,-98.5342292,8601.338768629314,4.6,7492,"park,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites San Antonio Airport/North Star Mall,88 NE Loop 410 San Antonio
3582,San Antonio International Airport,29.5331181,-98.4705284,8494.499178262002,4.2,3320,"airport,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,JW Marriott San Antonio Hill Country Resort & Spa,29.6663753,-98.4008875,9540.559405169286,4.5,6786,"hotel,wedding_venue,lodging,event_venue,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Methodist Stone Oak Hospital,29.6162229,-98.4743864,756.7047178465261,4.2,3151,"hospital,point_of_interest,health,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Community Bible Church,29.6074021,-98.452465,2163.291072523575,4.8,1812,"church,place_of_worship,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,North Central Baptist Hospital,29.6200853,-98.4912421,1989.0100962558884,3.5,803,"hospital,point_of_interest,health,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,McAllister Park,29.563045,-98.45422789999999,5524.702727982613,4.7,4497,"tourist_attraction,park,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Embassy Suites by Hilton San Antonio Airport,29.530408099999995,-98.4836581,8828.57009480258,4.3,2028,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,"Estancia del Norte San Antonio, Tapestry Collection by Hilton",29.521535000000004,-98.490831,9896.231075709486,4.5,1261,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Eisenhower Park,29.6222465,-98.57253279999999,9562.220928017228,4.8,1764,"park,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Marriott San Antonio Airport,29.521008399999996,-98.48903999999999,9928.420514401905,4.3,396,"hotel,wedding_venue,lodging,event_venue,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Cornerstone Church,29.612353199999998,-98.4942688,1917.6387432614597,4.7,1152,"church,place_of_worship,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Drury Plaza Hotel San Antonio Airport,29.5211796,-98.4852578,9865.099340626306,4.6,1986,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Phil Hardberger Park,29.5522078,-98.5296786,8289.814992165775,4.8,1048,"park,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,San Antonio Texas Temple,29.641668100000004,-98.4885298,3825.787523393613,4.9,726,"church,place_of_worship,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,AIRTOPIA Adventure Park,29.5929851,-98.47030629999999,1877.0755199889375,4.0,737,"amusement_park,playground,amusement_center,sports_complex,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Hyatt Place San Antonio-North/Stone Oak,29.6133231,-98.46842799999999,747.0280090187285,4.2,931,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Drury Plaza Hotel San Antonio North Stone Oak,29.611458400000004,-98.4812123,667.095374992669,4.6,1512,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Social Security Administration,29.526334499999997,-98.49470480000001,9439.112264369203,3.2,398,"local_government_office,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,United States Postal Service,29.631494,-98.45488069999999,3114.565607546801,2.2,495,"post_office,finance,local_government_office,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3582,Bexar County Tax Assessor-Collector,29.5287116,-98.4312841,9909.31110154081,3.5,195,"accounting,finance,local_government_office,point_of_interest,establishment",Fairfield Inn & Suites San Antonio North/Stone Oak,80 Trailcrest San Antonio
3583,Six Flags New England,42.0380332,-72.6135054,3086.8187024095405,4.3,20162,"amusement_center,tourist_attraction,amusement_park,event_venue,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,MGM Springfield,42.098686799999996,-72.5876644,8706.340459636713,4.0,12179,"casino,resort_hotel,hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Naismith Basketball Hall of Fame,42.093773999999996,-72.585129,8156.535474938149,4.5,4060,"museum,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Eastern States Exposition,42.0924038,-72.61909469999999,8495.159746773094,4.5,9274,"tourist_attraction,event_venue,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Springfield College,42.1034769,-72.5557675,9537.481120772574,4.3,64,"university,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Sheraton Springfield Monarch Place Hotel,42.101941599999996,-72.590914,9079.516495499702,4.1,1592,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Springfield,42.106526699999996,-72.593643,9603.412070133343,4.0,172,"transit_station,train_station,bus_stop,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Marriott Springfield Downtown,42.101927499999995,-72.5919385,9083.18712610253,4.0,168,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Fairfield Inn & Suites Springfield Enfield,42.0203059,-72.5851291,44.228898381729834,4.0,327,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Springfield Armory National Historic Site,42.107325100000004,-72.5813903,9666.909476235123,4.7,898,"museum,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,"Hilton Garden Inn Springfield, MA",42.0918813,-72.5839958,7946.132625075612,4.1,871,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,La Quinta Inn & Suites by Wyndham Springfield MA,42.1089068,-72.5952117,9877.912282471243,3.9,1854,"hotel,motel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Connecticut Department of Motor Vehicles,42.0021577,-72.5562904,3098.605068336306,3.5,571,"point_of_interest,local_government_office,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Springfield Museums,42.104366899999995,-72.5859645,9334.965609834486,4.7,2636,"museum,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,The Amazing World of Dr. Seuss Museum,42.104202799999996,-72.5863382,9317.13928831248,4.7,1058,"museum,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,"Holiday Inn Express Springfield Downtown, an IHG Hotel",42.101720199999995,-72.5859423,9040.665240615283,4.2,481,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Springfield Technical Community College,42.10939,-72.5801517,9899.710033801952,4.4,106,"university,school,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Hampton Inn & Suites Springfield/Downtown,42.0936707,-72.582019,8147.762710917877,4.2,880,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Hampton Inn Springfield South Enfield,41.988785799999995,-72.58496629999999,3517.847876396029,4.4,698,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3583,Zoo in Forest Park and Education Center,42.0764743,-72.5668154,6403.762796332294,4.3,1419,"zoo,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites Springfield Enfield,1 Bright Meadow Boulevard Enfield
3584,River City Casino Hotel,38.5310211,-90.26442259999999,9640.430886821312,4.1,9185,"casino,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Grant's Farm,38.5509574,-90.35342729999999,7412.829497858723,4.7,8357,"farm,tourist_attraction,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Mercy Hospital South,38.5062584,-90.3811704,3169.8824358864604,3.0,1275,"hospital,health,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,South County Center,38.506538899999995,-90.3314795,3365.22695487171,4.1,5643,"shopping_mall,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Laumeier Sculpture Park,38.5509311,-90.4150968,8921.545696519499,4.7,3087,"park,museum,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,"Holiday Inn St Louis SW - Route 66, an IHG Hotel",38.5561721,-90.4084153,9116.011808636089,3.9,1304,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Cliff Cave County Park,38.4608653,-90.2907029,6401.140340388737,4.7,1974,"park,tourist_attraction,hiking_area,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,"Aviator Hotel & Suites South I-55, BW Signature Collection",38.512553,-90.33382999999999,3764.443400030185,3.9,1468,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Urban Air Trampoline and Adventure Park,38.554020099999995,-90.4131297,9116.915025550552,4.1,238,"amusement_park,amusement_center,playground,sports_complex,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Best Western St. Louis-Kirkwood Route 66,38.562869899999995,-90.4059831,9681.284419196301,4.3,1223,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Suson County Park,38.4725094,-90.3924947,3294.5467776912305,4.8,243,"park,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,World Wide Technology Soccer Park,38.5467516,-90.439442,9926.254584667728,4.6,727,"stadium,athletic_field,event_venue,sports_complex,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Comfort Suites St. Louis - Sunset Hills,38.552461199999996,-90.40623149999999,8663.049136794614,4.8,1646,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Jefferson Barrack VA Hospital,38.4945016,-90.28429589999999,6497.196683901106,4.1,10,"hospital,health,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Hampton Inn & Suites St. Louis/South I-55,38.484207100000006,-90.3532255,400.21096716244494,4.7,1030,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Drury Inn & Suites St. Louis Arnold,38.4443331,-90.3774388,4769.520230794575,4.6,1134,"hotel,lodging,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Sky Zone Fenton,38.5139375,-90.4421047,8037.529817480061,4.4,1858,"amusement_center,tourist_attraction,amusement_park,sports_complex,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,La Quinta Inn & Suites by Wyndham St Louis Route 66,38.5564999,-90.4062584,9059.145082209478,3.5,394,"hotel,motel,lodging,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,Ulysses S. Grant National Historic Site,38.5510172,-90.35178180000001,7428.2168884453995,4.7,1049,"tourist_attraction,national_park,park,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3584,"Holiday Inn Express & Suites St. Louis South - I-55, an IHG Hotel",38.4842984,-90.3545592,283.8057673593004,4.6,589,"hotel,wedding_venue,event_venue,lodging,point_of_interest,establishment",Fairfield Inn & Suites St. Louis South,4318 Butler Hill Road St. Louis
3585,Oklahoma State University,36.126571999999996,-97.07348209999999,1818.560881788016,4.5,703,"university,point_of_interest,establishment",Fairfield Inn & Suites Stillwater,418 E Hall of Fame Avenue Stillwater
3585,Boone Pickens Stadium,36.1256372,-97.06648899999999,1205.5799988419815,4.8,1583,"stadium,sports_complex,event_venue,point_of_interest,establishment",Fairfield Inn & Suites Stillwater,418 E Hall of Fame Avenue Stillwater
3585,Stillwater Medical Center,36.1150477,-97.0751781,2406.7708150810518,3.9,654,"hospital,health,point_of_interest,establishment",Fairfield Inn & Suites Stillwater,418 E Hall of Fame Avenue Stillwater
3585,Student Union,36.121099799999996,-97.06856789999999,1547.9602650406941,4.6,286,"university,point_of_interest,establishment",Fairfield Inn & Suites Stillwater,418 E Hall of Fame Avenue Stillwater
